,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,VIRTUAL,TOTFRL,TOTAL,WH,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL
29607,Shipley's Choice Elementary,310 Governor Stone Pky,Millersville,MD,21108,Supplemental Virtual,3.0,369.0,320.0,24.899999618530302,39.1019,-76.611,21-Suburb: Large,14.82,Regular school,Currently operational ,Elementary
29609,Freetown Elementary,7904 Freetown Rd,Glen Burnie,MD,21060,Supplemental Virtual,355.0,508.0,140.0,37.0999984741211,39.137726,-76.581276,21-Suburb: Large,13.69,Regular school,Currently operational ,Elementary
29610,Windsor Farm Elementary,591 Broadneck Rd,Annapolis,MD,21409,Supplemental Virtual,133.0,515.0,338.0,34.5999984741211,39.0328,-76.4601,21-Suburb: Large,14.88,Regular school,Currently operational ,Elementary
29611,Crofton Meadows Elementary,2020 Tilghman Dr,Crofton,MD,21114,Supplemental Virtual,99.0,527.0,284.0,32.7000007629395,39.0164,-76.67,21-Suburb: Large,16.12,Regular school,Currently operational ,Elementary
29612,Seven Oaks Elementary,1905 Town Center Blvd.,Odenton,MD,21113,Supplemental Virtual,240.0,501.0,53.0,38.4000015258789,39.10422,-76.707068,21-Suburb: Large,13.05,Regular school,Currently operational ,Elementary
29613,Nantucket Elementary,2350 Nantucket Dr,Crofton,MD,21114,Supplemental Virtual,137.0,705.0,317.0,45.5999984741211,39.032188,-76.67533,21-Suburb: Large,15.46,Regular school,Currently operational ,Elementary
29614,Monarch Academy,6730 Baymeadow Drive,Glen Burnie,MD,21060,Supplemental Virtual,191.0,681.0,273.0,46.5,39.18764,-76.595991,21-Suburb: Large,14.65,Regular school,Currently operational ,Elementary
29616,Monarch Global Academy PCS Laurel Campus,430 Brock Bridge Road,Laurel,MD,20724,Supplemental Virtual,356.0,828.0,96.0,60.7999992370605,39.085699,-76.824378,21-Suburb: Large,13.62,Regular school,Currently operational ,Elementary
29618,Monarch Academy Annapolis ES,2000 Capital Drive,Annapolis,MD,21401,Supplemental Virtual,412.0,759.0,144.0,53.7999992370605,38.984078000000004,-76.530663,21-Suburb: Large,14.11,Regular school,Currently operational ,Elementary
29619,Carrie Weedon Early Education Center,911 Galesville Road,Galesville,MD,20765,Supplemental Virtual,30.0,62.0,33.0,6.300000190734861,38.84527,-76.55050899999999,31-Town: Fringe,9.84,Regular school,Currently operational ,Prekindergarten
29620,Crofton High School,2291 Davidsonville Road,Gambrills,MD,21054,Supplemental Virtual,112.0,783.0,458.0,50.0999984741211,39.001816,-76.668221,21-Suburb: Large,15.63,Regular school,New school,Secondary
29621,Piney Orchard Elementary,2641 Strawberry Lake Way,Odenton,MD,21113,Supplemental Virtual,119.0,808.0,386.0,46.0999984741211,39.061054999999996,-76.718972,21-Suburb: Large,17.53,Regular school,Currently operational ,Elementary
29622,North County High,10 East 1st Avenue,Glen Burnie,MD,21061,Supplemental Virtual,1333.0,2327.0,963.0,139.600006103516,39.1931,-76.6373,21-Suburb: Large,16.67,Regular school,Currently operational ,High
29623,Abbottston Elementary,1300 Gorsuch Avenue,Baltimore,MD,21218,Supplemental Virtual,283.0,365.0,7.0,22.5,39.325,-76.5994,11-City: Large,16.22,Regular school,Currently operational ,Elementary
29624,Arlington Elementary,3705 W Rogers Avenue,Baltimore,MD,21215,Supplemental Virtual,283.0,405.0,4.0,24.5,39.35022,-76.684529,11-City: Large,16.53,Regular school,Currently operational ,Elementary
29625,Armistead Gardens Elementary/Middle,5001 E Eager Street,Baltimore,MD,21205,Supplemental Virtual,406.0,780.0,154.0,56.0,39.3048,-76.5527,11-City: Large,13.93,Regular school,Currently operational ,Elementary
29626,Arundel Elementary,2400 Round Road,Baltimore,MD,21225,Supplemental Virtual,378.0,445.0,3.0,30.5,39.251987,-76.62835799999999,11-City: Large,14.59,Regular school,Currently operational ,Elementary
29627,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,3935 Hilton Road,Baltimore,MD,21215,Supplemental Virtual,290.0,349.0,2.0,25.0,39.330999999999996,-76.6676,11-City: Large,13.96,Regular school,Currently operational ,Elementary
29628,Baltimore City College,3220 The Alameda,Baltimore,MD,21218,Supplemental Virtual,554.0,1439.0,256.0,70.5,39.3258,-76.5971,11-City: Large,20.41,Regular school,Currently operational ,High
29629,Baltimore Polytechnic Institute,1400 W Cold Spring Lane,Baltimore,MD,21209,Supplemental Virtual,560.0,1619.0,279.0,77.5,39.346,-76.6431,11-City: Large,20.89,Regular school,Currently operational ,High
29630,Barclay Elementary/Middle,2900 Barclay Street,Baltimore,MD,21218,Supplemental Virtual,313.0,425.0,5.0,28.5,39.3237,-76.6114,11-City: Large,14.91,Regular school,Currently operational ,Elementary
29631,Charles Carroll Barrister Elementary,1327 Washington Boulevard,Baltimore,MD,21230,Supplemental Virtual,191.0,336.0,52.0,25.0,39.2797,-76.63600000000001,11-City: Large,13.44,Regular school,Currently operational ,Elementary
29632,Bay-Brook Elementary/Middle,4301 10th Street,Baltimore,MD,21225,Supplemental Virtual,437.0,622.0,71.0,36.0,39.225716,-76.59858100000001,11-City: Large,17.28,Regular school,Currently operational ,Elementary
29633,Beechfield Elementary/Middle,301 S Beechfield Avenue,Baltimore,MD,21229,Supplemental Virtual,524.0,643.0,26.0,36.5,39.2808,-76.6934,11-City: Large,17.62,Regular school,Currently operational ,Elementary
29634,Belmont Elementary,1406 N Ellamont Street,Baltimore,MD,21216,Supplemental Virtual,199.0,241.0,2.0,17.5,39.3034,-76.671,11-City: Large,13.77,Regular school,Currently operational ,Elementary
29635,Benjamin Franklin High School at Masonville Cove,1201 Cambria Street,Baltimore,MD,21225,Supplemental Virtual,369.0,638.0,149.0,37.0,39.2327,-76.5936,11-City: Large,17.24,Regular school,Currently operational ,High
29636,Booker T. Washington Middle,1301 Mcculloh Street,Baltimore,MD,21217,Supplemental Virtual,203.0,225.0,6.0,20.5,39.3032,-76.6279,11-City: Large,10.98,Regular school,Currently operational ,Middle
29637,The Belair-Edison School,3536 Brehms Lane,Baltimore,MD,21213,Supplemental Virtual,731.0,927.0,12.0,51.5,39.3214,-76.5663,11-City: Large,18.0,Regular school,Currently operational ,Elementary
29638,Callaway Elementary,3701 Fernhill Avenue,Baltimore,MD,21215,Supplemental Virtual,247.0,300.0,2.0,20.5,39.3363,-76.6784,11-City: Large,14.63,Regular school,Currently operational ,Elementary
29639,Calverton Elementary/Middle,201 North Bend Road,Baltimore,MD,21229,Supplemental Virtual,321.0,359.0,9.0,20.0,39.285068,-76.705282,11-City: Large,17.95,Regular school,Currently operational ,Middle
29641,Cecil Elementary,2000 Cecil Avenue,Baltimore,MD,21218,Supplemental Virtual,304.0,354.0,3.0,22.0,39.3132,-76.6056,11-City: Large,16.09,Regular school,Currently operational ,Elementary
29642,The Historic Cherry Hill Elementary/Middle,801 Bridgeview Road,Baltimore,MD,21225,Supplemental Virtual,586.0,674.0,8.0,41.5,39.247832,-76.624057,11-City: Large,16.24,Regular school,Currently operational ,Middle
29643,City Springs Elementary/Middle,100 S Caroline Street,Baltimore,MD,21231,Supplemental Virtual,560.0,633.0,10.0,36.0,39.2896,-76.5974,11-City: Large,17.58,Regular school,Currently operational ,Elementary
29645,Collington Square Elementary/Middle,1409 N Collington Avenue,Baltimore,MD,21213,Supplemental Virtual,297.0,326.0,6.0,20.0,39.3073,-76.5867,11-City: Large,16.3,Regular school,Currently operational ,Elementary
29646,Commodore John Rodgers Elementary/Middle,100 N Chester Street,Baltimore,MD,21231,Supplemental Virtual,568.0,871.0,54.0,54.0,39.2936,-76.5879,11-City: Large,16.13,Regular school,Currently operational ,Elementary
29647,Cross Country Elementary/Middle,6900 Park Heights Avenue,Baltimore,MD,21215,Supplemental Virtual,450.0,700.0,24.0,39.0,39.364548,-76.70465899999999,11-City: Large,17.95,Regular school,Currently operational ,Elementary
29648,Curtis Bay Elementary,4301 W Bay Avenue,Baltimore,MD,21225,Supplemental Virtual,325.0,440.0,106.0,26.0,39.2262,-76.593,11-City: Large,16.92,Regular school,Currently operational ,Elementary
29649,Dickey Hill Elementary/Middle,5025 Dickey Hill Road,Baltimore,MD,21207,Supplemental Virtual,219.0,286.0,1.0,22.0,39.3114,-76.7038,11-City: Large,13.0,Regular school,Currently operational ,Elementary
29650,Dr. Bernard Harris Sr. Elementary,1400 N Caroline Street,Baltimore,MD,21213,Supplemental Virtual,264.0,289.0,1.0,20.0,39.3068,-76.5987,11-City: Large,14.45,Regular school,Currently operational ,Elementary
29651,Edgecombe Circle Elementary,2835 Virginia Avenue,Baltimore,MD,21215,Supplemental Virtual,255.0,300.0,5.0,22.0,39.3447,-76.6628,11-City: Large,13.64,Regular school,Currently operational ,Elementary
29652,Edgewood Elementary,1900 Edgewood Street,Baltimore,MD,21216,Supplemental Virtual,154.0,178.0,2.0,16.5,39.3091,-76.6765,11-City: Large,10.79,Regular school,Currently operational ,Elementary
29654,Eutaw-Marshburn Elementary,1624 Eutaw Place,Baltimore,MD,21217,Supplemental Virtual,228.0,248.0,3.0,19.0,39.3064,-76.6299,11-City: Large,13.05,Regular school,Currently operational ,Elementary
29655,Fallstaff Elementary/Middle,3801 Fallstaff Road,Baltimore,MD,21215,Supplemental Virtual,230.0,510.0,10.0,35.0,39.3622,-76.7055,11-City: Large,14.57,Regular school,Currently operational ,Elementary
29656,Federal Hill Preparatory Academy,1040 William Street,Baltimore,MD,21230,Supplemental Virtual,169.0,345.0,102.0,24.5,39.2776,-76.6112,11-City: Large,14.08,Regular school,Currently operational ,Elementary
29657,Forest Park High,3701 Eldorado Avenue,Baltimore,MD,21207,Supplemental Virtual,474.0,726.0,11.0,45.5,39.3326,-76.6894,11-City: Large,15.96,Regular school,Currently operational ,High
29658,Fort Worthington Elementary/Middle,2710 E Hoffman Street,Baltimore,MD,21213,Supplemental Virtual,594.0,736.0,10.0,46.5,39.307443,-76.578525,11-City: Large,15.83,Regular school,Currently operational ,Elementary
29659,Francis Scott Key Elementary/Middle,1425 E Fort Avenue,Baltimore,MD,21230,Supplemental Virtual,234.0,575.0,229.0,32.5,39.2681,-76.5945,11-City: Large,17.69,Regular school,Currently operational ,Elementary
29660,Franklin Square Elementary/Middle,1400 W Lexington Street,Baltimore,MD,21223,Supplemental Virtual,293.0,336.0,7.0,25.5,39.2911,-76.6407,11-City: Large,13.18,Regular school,Currently operational ,Elementary
29661,Frederick Douglass High,2301 Gwynns Falls Parkway,Baltimore,MD,21217,Supplemental Virtual,599.0,759.0,13.0,45.0,39.3148,-76.6549,11-City: Large,16.87,Regular school,Currently operational ,High
29662,Furley Elementary,5001 Sinclair Lane,Baltimore,MD,21206,Supplemental Virtual,360.0,457.0,13.0,28.5,39.320485,-76.546061,11-City: Large,16.04,Regular school,Currently operational ,Elementary
29663,Furman Templeton Preparatory Academy,1200 Pennsylvania Avenue,Baltimore,MD,21217,Supplemental Virtual,402.0,450.0,2.0,29.0,39.2997,-76.6304,11-City: Large,15.52,Regular school,Currently operational ,Elementary
29664,Gardenville Elementary,5300 Belair Road,Baltimore,MD,21206,Supplemental Virtual,203.0,254.0,6.0,19.0,39.3389,-76.5525,11-City: Large,13.37,Regular school,Currently operational ,Elementary
29665,Garrett Heights Elementary/Middle,2800 Ailsa Avenue,Baltimore,MD,21214,Supplemental Virtual,214.0,318.0,24.0,19.5,39.349421,-76.569519,11-City: Large,16.31,Regular school,Currently operational ,Elementary
29666,Wolfe Street Academy,245 S Wolfe Street,Baltimore,MD,21231,Supplemental Virtual,134.0,265.0,16.0,22.0,39.288000000000004,-76.5899,11-City: Large,12.05,Regular school,Currently operational ,Elementary
29668,George Washington Elementary,800 Scott Street,Baltimore,MD,21230,Supplemental Virtual,151.0,184.0,10.0,14.5,39.2811,-76.6292,11-City: Large,12.69,Regular school,Currently operational ,Elementary
29669,Glenmount Elementary/Middle,6211 Walther Avenue,Baltimore,MD,21206,Supplemental Virtual,458.0,652.0,13.0,43.0,39.3524,-76.5412,11-City: Large,15.16,Regular school,Currently operational ,Elementary
29670,Govans Elementary,900 Woodbourne Avenue,Baltimore,MD,21212,Supplemental Virtual,262.0,357.0,3.0,23.5,39.355470000000004,-76.600828,11-City: Large,15.19,Regular school,Currently operational ,Elementary
29671,Graceland Park/O'Donnell Heights Elementary/Middle,6300 O'Donnell Street,Baltimore,MD,21224,Supplemental Virtual,310.0,608.0,35.0,42.0,39.2823,-76.54,11-City: Large,14.48,Regular school,Currently operational ,Elementary
29672,Gwynns Falls Elementary,2700 Gwynns Falls Parkway,Baltimore,MD,21216,Supplemental Virtual,218.0,286.0,1.0,19.0,39.3152,-76.6633,11-City: Large,15.05,Regular school,Currently operational ,Elementary
29673,Hamilton Elementary/Middle,6101 Old Harford Road,Baltimore,MD,21214,Supplemental Virtual,451.0,854.0,93.0,43.0,39.3598,-76.5577,11-City: Large,19.86,Regular school,Currently operational ,Elementary
29674,Hampden Elementary/Middle,3608 Chestnut Avenue,Baltimore,MD,21211,Supplemental Virtual,192.0,459.0,204.0,27.0,39.3321,-76.63,11-City: Large,17.0,Regular school,Currently operational ,Elementary
29675,Hampstead Hill Academy,500 S Linwood Avenue,Baltimore,MD,21224,Supplemental Virtual,252.0,855.0,331.0,44.0,39.2861,-76.5761,11-City: Large,19.43,Regular school,Currently operational ,Elementary
29677,Hazelwood Elementary/Middle,4517 Hazelwood Avenue,Baltimore,MD,21206,Supplemental Virtual,330.0,460.0,9.0,34.0,39.3386,-76.5385,11-City: Large,13.53,Regular school,Currently operational ,Elementary
29678,Highlandtown Elementary/Middle #215,3223 E Pratt Street,Baltimore,MD,21224,Supplemental Virtual,210.0,463.0,11.0,36.0,39.2899,-76.5706,11-City: Large,12.86,Regular school,Currently operational ,Elementary
29679,Highlandtown Elementary/Middle #237,6820 Fait Avenue,Baltimore,MD,21224,Supplemental Virtual,329.0,860.0,15.0,59.0,39.285759999999996,-76.530751,11-City: Large,14.58,Regular school,Currently operational ,Elementary
29680,Hilton Elementary,3301 Carlisle Avenue,Baltimore,MD,21216,Supplemental Virtual,261.0,328.0,9.0,24.5,39.3192,-76.6739,11-City: Large,13.39,Regular school,Currently operational ,Elementary
29681,Holabird Academy,1500 Imla Street,Baltimore,MD,21224,Supplemental Virtual,285.0,475.0,34.0,34.0,39.2758,-76.5387,11-City: Large,13.97,Regular school,Currently operational ,Elementary
29682,James McHenry Elementary/Middle,31 S Schroeder Street,Baltimore,MD,21223,Supplemental Virtual,558.0,670.0,24.0,37.5,39.2874,-76.6335,11-City: Large,17.87,Regular school,Currently operational ,Elementary
29683,Dorothy I. Height Elementary,2011 Linden Avenue,Baltimore,MD,21217,Supplemental Virtual,279.0,339.0,6.0,25.0,39.311688000000004,-76.633052,11-City: Large,13.56,Regular school,Currently operational ,Elementary
29684,John Ruhrah Elementary/Middle,701 Rappolla Street,Baltimore,MD,21224,Supplemental Virtual,338.0,854.0,68.0,63.0,39.284355,-76.552339,11-City: Large,13.56,Regular school,Currently operational ,Elementary
29685,Johnston Square Elementary,1101 Valley Street,Baltimore,MD,21202,Supplemental Virtual,234.0,273.0,3.0,19.5,39.3036,-76.6046,11-City: Large,14.0,Regular school,Currently operational ,Elementary
29686,Lockerman Bundy Elementary,301 N Pulaski Street,Baltimore,MD,21223,Supplemental Virtual,190.0,215.0,2.0,14.0,39.2925,-76.6498,11-City: Large,15.36,Regular school,Currently operational ,Elementary
29687,Lakeland Elementary/Middle,2921 Stranden Road,Baltimore,MD,21230,Supplemental Virtual,463.0,984.0,37.0,67.0,39.2537,-76.6449,11-City: Large,14.69,Regular school,Currently operational ,Elementary
29688,Lakewood Elementary,2625 Federal Street,Baltimore,MD,21213,Supplemental Virtual,42.0,63.0,3.0,9.5,39.3086,-76.5806,11-City: Large,6.63,Regular school,Currently operational ,Elementary
29689,Leith Walk Elementary/Middle,5915 Glennor Road,Baltimore,MD,21239,Supplemental Virtual,703.0,1018.0,8.0,52.5,39.365308,-76.591365,11-City: Large,19.39,Regular school,Currently operational ,Elementary
29690,Liberty Elementary,3901 Maine Avenue,Baltimore,MD,21207,Supplemental Virtual,340.0,428.0,4.0,30.510000228881804,39.326,-76.6835,11-City: Large,14.03,Regular school,Currently operational ,Elementary
29691,Wildwood Elementary/Middle,621 Wildwood Parkway,Baltimore,MD,21229,Supplemental Virtual,597.0,734.0,1.0,44.0,39.295,-76.6835,11-City: Large,16.68,Regular school,Currently operational ,Elementary
29692,Margaret Brent Elementary/Middle,100 E 26th Street,Baltimore,MD,21218,Supplemental Virtual,183.0,294.0,27.0,19.520000457763697,39.3197,-76.6152,11-City: Large,15.06,Regular school,Currently operational ,Elementary
29693,Mary E. Rodman Elementary,3510 W Mulberry,Baltimore,MD,21229,Supplemental Virtual,358.0,412.0,5.0,21.5,39.292094,-76.676538,11-City: Large,19.16,Regular school,Currently operational ,Elementary
29694,Matthew A. Henson Elementary,1600 N Payson Street,Baltimore,MD,21217,Supplemental Virtual,228.0,268.0,2.0,19.5,39.3071,-76.65,11-City: Large,13.74,Regular school,Currently operational ,Elementary
29695,Medfield Heights Elementary,900 Woodbourne Avenue,Baltimore,MD,21212,Supplemental Virtual,116.0,363.0,132.0,20.0,39.340744,-76.642394,11-City: Large,18.15,Regular school,Currently operational ,Elementary
29697,Montebello Elementary/Middle,2500 E Northern Parkway,Baltimore,MD,21214,Supplemental Virtual,404.0,486.0,1.0,30.5,39.36671,-76.560541,11-City: Large,15.93,Regular school,Currently operational ,Elementary
29698,Moravia Park Elementary,6001 Frankford Avenue,Baltimore,MD,21206,Supplemental Virtual,551.0,714.0,17.0,51.5,39.319744,-76.540748,11-City: Large,13.86,Regular school,Currently operational ,Elementary
29699,Morrell Park Elementary/Middle,2601 Tolley Street,Baltimore,MD,21230,Supplemental Virtual,321.0,443.0,166.0,31.5,39.263000000000005,-76.6508,11-City: Large,14.06,Regular school,Currently operational ,Elementary
29700,Mount Royal Elementary/Middle,121 McMechen Street,Baltimore,MD,21217,Supplemental Virtual,483.0,781.0,77.0,43.0,39.309,-76.6242,11-City: Large,18.16,Regular school,Currently operational ,Elementary
29701,The Mount Washington School,1801 Sulgrave Avenue,Baltimore,MD,21209,Supplemental Virtual,184.0,552.0,142.0,28.5,39.3659,-76.6549,11-City: Large,19.37,Regular school,Currently operational ,Elementary
29702,Northwood Elementary,5201 Loch Raven Boulevard,Baltimore,MD,21239,Supplemental Virtual,390.0,537.0,3.0,30.0,39.3525,-76.5895,11-City: Large,17.9,Regular school,Currently operational ,Elementary
29704,Paul Laurence Dunbar High,1400 Orleans Street,Baltimore,MD,21231,Supplemental Virtual,580.0,928.0,22.0,41.5,39.29554,-76.59848000000001,11-City: Large,22.36,Regular school,Currently operational ,High
29705,Pimlico Elementary/Middle,4849 Pimlico Road,Baltimore,MD,21215,Supplemental Virtual,536.0,667.0,6.0,45.0,39.347934,-76.668029,11-City: Large,14.82,Regular school,Currently operational ,Elementary
29706,Roland Park Elementary/Middle,5207 Roland Avenue,Baltimore,MD,21210,Supplemental Virtual,340.0,1402.0,511.0,68.0,39.3576,-76.6341,11-City: Large,20.62,Regular school,Currently operational ,Elementary
29707,The Historic Samuel Coleridge-Taylor Elementary,507 W Preston Street,Baltimore,MD,21201,Supplemental Virtual,187.0,220.0,1.0,16.0,39.2987,-76.626,11-City: Large,13.75,Regular school,Currently operational ,Elementary
